City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,shalqar,47.8333,59.6,-25.62,92,5,0.91,KZ,1737603673
270,novyy urengoy,66.0833,76.6333,-23.75,95,100,7.98,RU,1737603674
271,mhlume,-26.0333,31.85,20.64,94,72,1.89,SZ,1737603675
272,san luis de la loma,17.2706,-100.8939,23.56,78,0,2.36,MX,1737603677
273,fountain,38.6822,-104.7008,-8.09,66,40,2.06,US,1737603389
274,sretensk,52.2453,117.7093,-17.36,93,92,1.22,RU,1737603679
275,i-n-salah,27.1935,2.4607,17.51,14,99,2.9,DZ,1737603680
276,bukoba,-1.3317,31.8122,18.39,83,90,1.64,TZ,1737603681
277,akureyri,65.6835,-18.0878,-10.04,67,0,3.6,IS,1737603682
278,rabo de peixe,37.8,-25.5833,13.73,67,75,3.09,PT,1737603684
279,petropavlovsk-kamchatsky,53.0452,158.6483,-4.67,33,0,6.0,RU,1737603685
280,port isabel,26.0734,-97.2086,10.01,83,0,2.06,US,1737603480
281,trail,49.0998,-117.7022,-5.73,97,76,1.1,CA,1737603687
282,esmeraldas,-19.7625,-44.3139,18.85,84,98,1.82,BR,1737603689
283,laguna,38.421,-121.4238,9.47,66,0,3.09,US,1737603691
284,juegang,32.3174,121.1855,11.41,63,77,5.76,CN,1737603692
285,pizarro,4.9533,-77.366,24.72,88,14,1.1,CO,1737603694
286,troitskoye,52.9821,84.6757,-12.73,87,100,8.17,RU,1737603695
287,happy valley-goose bay,53.3168,-60.3315,-22.83,59,40,9.77,CA,1737603698
288,nar'yan-mar,67.6713,53.087,-16.01,91,100,5.56,RU,1737603699
289,gulabpura,25.9,74.6667,18.37,58,0,4.06,IN,1737603700
290,hilo,19.7297,-155.09,24.85,75,40,5.66,US,1737603474
291,ozernyy,55.5802,32.4127,-0.67,95,100,3.23,RU,1737603702
292,mirpur sakro,24.5474,67.6277,19.18,30,0,7.06,PK,1737603703
293,paragould,36.0584,-90.4973,-2.1,64,3,3.58,US,1737603524
294,murzuq,25.9155,13.9184,9.98,38,0,3.32,LY,1737603706
295,ulsteinvik,62.3432,5.8487,3.51,93,13,2.7,NO,1737603707
296,vadso,70.0744,29.7487,-12.91,78,40,6.17,NO,1737603708
297,zalingei,12.9096,23.4741,19.89,20,4,5.96,SD,1737603709
298,ramanayyapeta,16.9452,82.2385,25.98,59,10,1.68,IN,1737603710
299,kourou,5.1552,-52.6478,23.49,95,100,2.07,GF,1737603711
300,al bardiyah,31.7561,25.0865,13.01,77,1,4.55,LY,1737603713
301,sarangani,5.4033,125.4636,26.66,84,100,9.08,PH,1737603714
302,aberglasslyn,-32.7,151.5333,24.27,59,97,4.28,AU,1737603715
303,sibolga,1.7427,98.7792,28.13,73,97,0.81,ID,1737603597
304,basco,20.4487,121.9702,23.61,81,45,3.67,PH,1737603717
305,dahab,28.501,34.5134,17.22,54,0,5.28,EG,1737603719
306,chonchi,-42.6128,-73.8092,11.54,99,100,0.81,CL,1737603720
307,nemuro,43.3236,145.575,1.93,77,53,4.48,JP,1737603721
308,mlimba,-8.8,35.8167,22.35,88,100,0.46,TZ,1737603722
309,vilyuchinsk,52.9306,158.4028,-3.85,79,4,2.78,RU,1737603723
310,ostersund,63.1792,14.6357,-7.75,93,100,1.03,SE,1737603489
311,howrah,22.5892,88.3103,15.0,100,100,1.54,IN,1737603726
312,qusmuryn,52.4503,64.6311,-27.9,96,6,2.28,KZ,1737603727
313,omdurman,15.6445,32.4777,21.84,23,4,6.02,SD,1737603728
314,puerto baquerizo moreno,-0.9,-89.6,24.28,81,48,4.31,EC,1737603729
315,villa gesell,-37.2639,-56.973,17.73,79,0,3.05,AR,1737603730
316,mochudi,-24.4167,26.15,18.88,58,1,1.82,BW,1737603731
317,kargasok,59.0556,80.8572,-21.36,96,100,6.14,RU,1737603733
318,kabare,-2.4683,28.8242,15.87,95,100,0.6,CD,1737603734
319,kamyshlov,56.8428,62.7111,-27.68,99,6,2.49,RU,1737603735
320,lerwick,60.1545,-1.1494,5.91,79,98,4.03,GB,1737603736
321,fada,7.25,4.0667,22.85,93,100,0.54,NG,1737603739
322,alibag,18.6411,72.8792,24.57,50,14,5.27,IN,1737603740
323,tarhuna,32.435,13.6332,12.58,32,72,2.0,LY,1737603741
324,qujing,25.4833,103.7833,13.25,60,60,5.75,CN,1737603742
325,kryve ozero,47.9524,30.3493,2.45,96,100,2.66,UA,1737603743
326,mount pearl,47.5166,-52.7813,-10.93,73,75,7.2,CA,1737603744
327,lihue,21.9789,-159.3672,23.77,50,0,6.17,US,1737603475
328,qui nhon,13.7667,109.2333,21.96,73,100,3.67,VN,1737603747
329,whitworth,53.656,-2.1771,3.58,97,61,2.09,GB,1737603748
330,saipan,15.1355,145.701,32.39,70,20,8.75,MP,1737603749
331,gonabad,34.3529,58.6837,2.17,55,0,1.73,IR,1737603750
332,laela,-8.5667,32.05,15.85,97,100,1.99,TZ,1737603751
333,santa rosa del sara,-17.1092,-63.5989,21.25,98,100,2.49,BO,1737603752
334,hami,42.8,93.45,-2.46,39,100,2.02,CN,1737603754
335,tanjung selor,2.8372,117.3642,25.63,96,98,0.73,ID,1737603755
336,leh,34.1667,77.5833,-15.8,95,98,0.53,IN,1737603756
337,aldinga beach,-35.2793,138.4604,20.91,57,100,4.05,AU,1737603757
338,vila franca do campo,37.7167,-25.4333,14.23,80,100,2.9,PT,1737603758
339,tamanrasset,22.785,5.5228,5.95,21,0,1.03,DZ,1737603760
340,taroa,8.7058,171.2275,26.73,78,98,9.63,MH,1737603762
341,turpan,42.9333,89.1667,1.33,36,10,1.44,CN,1737603763
342,labrador city,52.9463,-66.9114,-24.9,69,0,5.36,CA,1737603766
343,ixtapa,20.7,-105.2,20.57,88,0,0.0,MX,1737603768
344,yemva,62.59,50.8594,-10.7,93,100,4.87,RU,1737603769
345,jijiang,29.2906,106.2542,12.28,90,100,0.64,CN,1737603770
346,vilyuysk,63.7553,121.6247,-7.82,95,98,2.89,RU,1737603771
347,saldanha,-33.0117,17.9442,17.58,95,100,4.64,ZA,1737603772
348,reftinskiy,57.0901,61.6769,-20.79,93,6,3.16,RU,1737603773
349,castlemaine,-37.0667,144.2167,22.43,29,100,6.98,AU,1737603776
350,tymovskoye,50.8456,142.655,-6.6,86,68,0.79,RU,1737603777
351,lethem,3.3803,-59.7968,25.56,66,100,4.5,GY,1737603778
352,kalevala,65.2,31.1667,-11.66,97,100,0.96,RU,1737603779
353,novo aripuana,-5.1206,-60.3797,22.21,98,69,0.7,BR,1737603780
354,jamestown,42.097,-79.2353,-11.1,56,20,5.66,US,1737603738
355,shakhan,49.8233,72.6342,-24.99,95,100,6.64,KZ,1737603783
356,flin flon,54.7682,-101.865,-19.55,97,13,2.82,CA,1737603784
357,gandi,12.9636,5.7434,19.44,20,0,5.79,NG,1737603785
358,acapulco de juarez,16.8634,-99.8901,25.9,83,20,1.54,MX,1737603787
359,darwin,-12.4611,130.8418,31.99,66,75,3.09,AU,1737603788
360,seydi,39.4816,62.9137,-1.4,43,5,5.07,TM,1737603789
361,novoazovs'k,47.1139,38.086,1.74,77,100,8.2,UA,1737603790
362,xining,36.6167,101.7667,-0.09,37,100,1.56,CN,1737603791
363,ilha de mocambique,-15.0342,40.7358,26.04,85,100,3.9,MZ,1737603792
364,byron bay,-28.65,153.6167,27.59,67,60,3.0,AU,1737603793
365,nabire,-3.3667,135.4833,29.86,68,99,2.15,ID,1737603795
366,carauari,-4.8828,-66.8958,22.4,97,100,1.16,BR,1737603796
367,andergrove,-21.0833,149.1833,29.91,68,82,5.33,AU,1737603797
368,lazaro cardenas,17.9583,-102.2,22.7,75,0,1.11,MX,1737603798
369,loa janan,-0.583,117.095,26.71,89,97,0.72,ID,1737603799
370,williamsburg,37.2707,-76.7075,-8.42,85,0,0.45,US,1737603800
371,takoradi,4.8845,-1.7554,26.27,88,97,3.78,GH,1737603802
372,inirida,3.8653,-67.9239,27.23,52,37,0.45,CO,1737603803
373,zhuji,29.7188,120.2423,17.55,36,100,2.23,CN,1737603804
374,zhangye,38.9342,100.4517,0.28,40,86,1.09,CN,1737603805
375,jeju city,33.5097,126.5219,11.96,62,20,2.06,KR,1737603807
376,porto franco,-6.3383,-47.3992,22.65,96,18,0.85,BR,1737603809
377,nantucket,41.2835,-70.0995,-5.48,68,100,2.48,US,1737603719
378,inhambane,-23.865,35.3833,25.44,89,30,4.4,MZ,1737603811
379,carballo,43.213,-8.691,8.62,94,58,1.49,ES,1737603812
380,scituate,42.1959,-70.7259,-8.0,76,100,0.0,US,1737603626
381,qarazhal,48.0078,70.7903,-29.33,99,16,3.95,KZ,1737603815
382,san luis,-33.295,-66.3356,24.7,45,0,6.36,AR,1737603588
383,kill devil hills,36.0307,-75.676,1.1,76,75,4.12,US,1737603817
384,queenstown,-31.8976,26.8753,18.77,65,19,2.91,ZA,1737603818
385,opuwo,-18.0607,13.84,18.82,65,100,0.64,NA,1737603819
386,huarmey,-10.0681,-78.1522,21.11,85,83,3.65,PE,1737603820
387,peniche,39.3558,-9.3811,15.11,97,65,8.09,PT,1737603822
388,prado,-17.3411,-39.2208,24.96,94,0,3.01,BR,1737603823
389,papao,-17.75,-149.55,30.82,77,51,7.51,PF,1737603824
390,saint-joseph,-21.3667,55.6167,28.21,76,5,1.63,RE,1737603825
391,secunderabad,17.5043,78.5426,18.79,82,40,3.6,IN,1737603826
392,praia da vitoria,38.7333,-27.0667,14.14,72,20,5.18,PT,1737603827
393,cidreira,-30.1811,-50.2056,23.67,88,1,4.61,BR,1737603829
394,haiku-pauwela,20.9219,-156.3051,21.01,89,40,7.6,US,1737603831
395,abong mbang,3.9833,13.1833,18.87,87,45,1.31,CM,1737603832
396,san lawrenz,36.0553,14.204,15.48,84,100,6.94,MT,1737603833
397,fort st. john,56.2499,-120.8529,0.94,64,75,12.86,CA,1737603834
398,baiti,13.745,-14.7482,20.4,32,8,4.46,SN,1737603836
399,nova xavantina,-14.6667,-52.35,22.29,96,65,0.5,BR,1737603837
400,hajjah,15.6943,43.6058,15.56,55,13,0.77,YE,1737603838
401,taman',45.2117,36.7161,7.37,89,100,1.72,RU,1737603839
402,ialibu,-6.2821,143.9935,19.86,86,100,1.28,PG,1737603840
403,candolim,15.5181,73.7626,24.0,64,7,2.06,IN,1737603841
404,guane,22.2025,-84.0875,18.12,81,26,3.42,CU,1737603843
405,kavaratti,10.5669,72.642,27.45,70,6,3.26,IN,1737603844
406,urussu,54.5981,53.4631,-19.49,86,99,2.8,RU,1737603845
407,xiangtan,27.85,112.9,18.45,30,95,3.26,CN,1737603846
408,ust'-kulom,61.6864,53.6902,-12.52,94,100,4.71,RU,1737603847
409,la'ie,21.6477,-157.9253,22.98,75,96,0.45,US,1737603848
410,sukumo,32.9333,132.7333,16.46,37,43,2.54,JP,1737603849
411,maloye ganyushkino,46.6,49.2667,-7.07,70,43,8.92,KZ,1737603851
412,chikola,43.1906,43.9209,-0.85,86,100,0.1,RU,1737603852
413,roses,42.262,3.1769,10.0,93,4,2.81,ES,1737603853
414,konkwesso,10.8469,4.0984,22.15,24,1,1.9,NG,1737603854
415,rio grande,-32.035,-52.0986,22.2,89,1,3.85,BR,1737603628
416,abalak,58.1286,68.5944,-27.81,89,7,4.45,RU,1737603858
417,kailua-kona,19.6406,-155.9956,24.22,67,100,0.45,US,1737603859
418,takahata,38.0025,140.1911,4.95,82,94,2.19,JP,1737603649
419,upper grand lagoon,30.1633,-85.7408,-0.92,79,100,0.89,US,1737603861
420,la junta,37.985,-103.5438,-7.84,62,0,4.63,US,1737603862
421,primero de mayo,-32.2552,-58.4228,25.46,45,100,3.23,AR,1737603863
422,monrovia,6.3005,-10.7969,26.14,86,46,2.96,LR,1737603865
423,qaisumah,28.3112,46.1273,6.98,53,0,2.06,SA,1737603866
424,cheremukhovo,60.3484,59.9851,-26.54,99,14,1.7,RU,1737603867
425,saint-philippe,-21.3585,55.7679,26.98,77,3,1.98,RE,1737603868
426,yanykurgan,43.915,67.2481,-9.3,60,5,3.03,KZ,1737603869
427,wotho,10.1657,166.0102,26.88,72,100,10.63,MH,1737603870
428,kefamenanu,-9.4467,124.4781,24.84,88,100,0.45,ID,1737603872
429,chandia,23.65,80.7,23.06,34,5,1.52,IN,1737603873
430,kzyltu,53.6364,72.3414,-22.56,93,100,8.87,KZ,1737603874
431,buguda,19.8167,84.8,24.5,48,57,0.44,IN,1737603875
432,aykhal,66.0,111.5,-21.41,100,94,2.36,RU,1737603876
433,kirensk,57.7853,108.1119,-6.48,82,100,4.01,RU,1737603877
434,port hueneme,34.1478,-119.1951,19.74,15,100,1.34,US,1737603879
435,korla,41.7597,86.1469,-5.21,76,53,1.58,CN,1737603881
436,freetown,8.484,-13.2299,24.59,77,5,3.56,SL,1737603882
437,minas de marcona,-15.2119,-75.1103,16.89,83,78,4.17,PE,1737603883
438,maracana,-0.7667,-47.45,22.63,100,8,0.54,BR,1737603885
439,santyoku,37.4406,129.1708,6.38,45,4,3.49,KR,1737603886
440,bryne,58.7354,5.6477,4.41,89,100,0.0,NO,1737603887
441,santa cruz,-17.8,-63.1667,22.7,94,100,3.09,BO,1737603864
442,gemena,3.25,19.7667,23.25,67,96,0.4,CD,1737603889
443,lang son,21.8333,106.7333,22.32,49,41,3.12,VN,1737603891
444,kashgar,39.4547,75.9797,-4.44,58,20,3.0,CN,1737603892
445,azogues,-2.7333,-78.8333,11.97,94,100,1.99,EC,1737603893
446,salalah,17.0151,54.0924,20.05,22,0,3.6,OM,1737603894
447,pacific grove,36.6177,-121.9166,14.8,51,0,2.06,US,1737603895
448,bassar,9.25,0.7833,22.69,23,8,2.03,TG,1737603896
449,luderitz,-26.6481,15.1594,16.03,96,15,1.97,NA,1737603898
450,weno,7.4515,151.8468,30.97,70,75,4.12,FM,1737603899
451,cherepovets,59.1333,37.9,-4.1,93,100,3.0,RU,1737603900
452,merizo village,13.2658,144.6691,30.32,78,20,8.55,GU,1737603901
453,mammoth lakes,37.6485,-118.9721,-2.59,27,0,4.63,US,1737603902
454,el calafate,-50.3408,-72.2768,11.6,69,72,2.95,AR,1737603903
455,miles city,46.4083,-105.8406,-6.46,86,100,8.75,US,1737603905
456,carutapera,-1.195,-46.02,24.1,94,6,1.8,BR,1737603906
457,krasnozerskoye,53.9828,79.2374,-21.16,93,100,6.56,RU,1737603907
458,hasaki,35.7333,140.8333,13.56,50,99,4.64,JP,1737603801
459,djambala,-2.5447,14.7533,20.49,88,100,1.23,CG,1737603912
460,tippi,7.2,35.45,20.9,43,74,1.12,ET,1737603914
461,illizi,26.4833,8.4667,13.11,16,0,1.74,DZ,1737603915
462,jingdezhen,29.2947,117.2079,21.77,25,3,0.89,CN,1737603916
463,meadow lake,34.8014,-106.5436,-0.67,18,0,4.16,US,1737603917
464,panshan,41.1881,122.0494,-0.16,32,1,1.42,CN,1737603919
465,olinda,-8.0089,-34.8553,27.85,74,40,4.63,BR,1737603899
466,barra de santo antonio,-9.4047,-35.5072,25.54,74,15,3.88,BR,1737603921
467,bac lieu,9.285,105.7244,26.96,70,100,6.29,VN,1737603922
468,melfort,52.8667,-104.6177,-11.93,79,71,2.57,CA,1737603924
469,grand falls-windsor,48.9332,-55.6649,-14.16,73,74,1.34,CA,1737603926
470,veliki preslav,43.1667,26.8167,3.46,84,14,0.89,BG,1737603927
471,baikonur,45.6167,63.3167,-13.45,54,0,3.43,KZ,1737603929
472,greymouth,-42.4667,171.2,18.17,80,100,2.22,NZ,1737603930
473,shiguai,40.7058,110.2856,-0.93,37,41,1.14,CN,1737603931
474,fomboni,-12.28,43.7425,28.15,77,100,1.74,KM,1737603933
475,guanica,17.9716,-66.908,26.1,63,0,2.05,PR,1737603934
476,sabang,5.8933,95.3214,26.95,81,74,7.43,ID,1737603935
477,psachna,38.5833,23.6333,8.98,82,18,0.89,GR,1737603936
478,mirny,62.5353,113.9611,-10.04,97,78,2.32,RU,1737603937
479,linxia chengguanzhen,35.6003,103.2064,1.33,48,100,0.58,CN,1737603938
480,nelson bay,-32.7167,152.15,24.5,78,78,1.34,AU,1737603940
481,oromocto,45.8351,-66.4792,-24.04,84,20,2.06,CA,1737603685
482,chibuto,-24.6867,33.5306,23.65,86,42,3.46,MZ,1737603942
483,mawu,34.4307,104.9176,1.36,87,100,3.08,CN,1737603943
484,namibe,-15.1961,12.1522,21.3,76,98,1.79,AO,1737603944
485,malvan,16.0667,73.4667,25.79,31,11,1.67,IN,1737603945
486,viedma,-40.8135,-62.9967,18.07,72,1,8.83,AR,1737603947
487,baiquan,47.5833,126.0833,-12.9,90,32,1.28,CN,1737603948
488,wulingyuan,29.3494,110.5441,10.61,40,100,2.08,CN,1737603949
489,hirara,24.8,125.2833,22.15,73,75,6.17,JP,1737603950
490,klaksvik,62.2266,-6.589,6.34,79,90,8.66,FO,1737603951
491,ouahigouya,13.5828,-2.4216,22.57,23,1,4.21,BF,1737603954
492,bousso,10.4795,16.7117,22.66,18,21,3.79,TD,1737603955
493,al jahra',29.3375,47.6581,12.65,34,97,1.09,KW,1737603956
494,alamosa,37.4695,-105.87,-11.01,48,0,5.66,US,1737603915
495,westport,41.1415,-73.3579,-7.92,54,0,1.54,US,1737603831
496,pihuamo,19.2499,-103.3828,22.94,50,0,1.74,MX,1737603959
497,caleta de carquin,-11.0925,-77.6267,21.1,87,75,4.11,PE,1737603960
498,benemerito de las americas,16.5167,-90.6439,18.01,96,100,0.61,MX,1737603962
499,svetlyy,54.675,20.1347,0.59,87,74,3.73,RU,1737603963
500,bowen,-20.0167,148.2333,29.88,70,92,4.51,AU,1737603964
501,tocopilla,-22.092,-70.1979,21.25,76,100,1.13,CL,1737603965
502,kiratu,-3.3333,35.6667,16.91,88,100,0.71,TZ,1737603966
503,sampang,-7.1872,113.2394,26.97,82,97,3.28,ID,1737603968
504,choibalsan,48.0667,114.5,-9.85,58,5,1.36,MN,1737603969
505,kununurra,-15.7667,128.7333,35.99,52,100,1.54,AU,1737603970
506,alaghsas,17.0187,8.0168,16.76,21,0,5.33,NE,1737603971
507,tralee,52.2704,-9.7026,7.42,91,100,4.66,IE,1737603972
508,minas de matahambre,22.5887,-83.9447,18.22,80,94,5.2,CU,1737603973
509,alofi,-19.0595,-169.9187,30.94,66,75,1.54,NU,1737603975
510,kerben,40.2951,72.1863,-2.7,75,100,1.94,KG,1737603976
511,helena valley west central,46.6629,-112.0604,-3.51,54,40,4.63,US,1737603977
512,achacachi,-16.05,-68.6833,7.28,87,100,3.29,BO,1737603978
513,tulun,54.5611,100.5792,-6.24,62,100,5.7,RU,1737603979
514,baturaja,-4.1333,104.1667,29.04,71,100,0.75,ID,1737603980
515,semnan,35.5729,53.3971,1.01,53,8,1.3,IR,1737603981
516,alotau,-10.3069,150.4462,27.47,87,100,0.87,PG,1737603983
517,villeneuve-sur-yonne,48.0825,3.2969,5.09,99,100,5.15,FR,1737603984
518,naliya,23.2667,68.8333,20.1,38,0,6.67,IN,1737603986
519,malyye derbety,47.9547,44.6808,-6.15,57,100,7.82,RU,1737603987
520,vorgashor,67.5833,63.95,-21.31,98,100,5.19,RU,1737603989
521,diego de almagro,-26.3667,-70.05,18.18,45,0,0.69,CL,1737603990
522,ketchikan,55.3422,-131.6461,6.66,99,100,1.54,US,1737603991
523,anta,25.15,76.3,19.79,56,0,2.15,IN,1737603992
524,pyt-yakh,60.7499,72.8582,-28.72,92,91,5.46,RU,1737603993
525,la reforma,25.0833,-108.05,16.14,58,99,2.51,MX,1737603994
526,bukama,-9.2,25.85,19.36,97,99,0.52,CD,1737603996
527,panama city beach,30.1766,-85.8055,-0.93,76,0,1.54,US,1737603753
528,larroque,-33.036,-59.0013,24.52,45,18,4.04,AR,1737603998
529,knyaze-volkonskoye,48.4642,135.4567,-12.81,90,87,1.16,RU,1737603999
530,watsa,3.0372,29.5355,17.15,97,21,1.15,CD,1737604000
531,faya-largeau,17.9257,19.1043,18.66,31,0,10.6,TD,1737604001
532,brazzaville,-4.2658,15.2832,26.17,83,20,2.06,CG,1737604003
533,ellsworth,44.5434,-68.4195,-10.64,72,76,0.38,US,1737603976
534,choele choel,-39.2667,-65.6833,28.21,29,74,7.33,AR,1737604005
535,ugoofaaru,5.6667,73.0,26.95,72,100,1.68,MV,1737604006
536,myitkyina,25.3833,97.4,25.42,40,52,0.59,MM,1737604007
537,harwich,51.9419,1.2844,2.22,42,10,1.34,GB,1737604008
538,acarau,-2.8856,-40.12,24.62,89,6,3.95,BR,1737604009
